title,authors,abstracts,venue,year_token,year,primary_topic,reference_count,citation_count,keywords,venue_cav,venue_iclp,venue_kr,venue_lics,venue_lpnmr,Label
knowledge authoring with factual english.,yuheng wang giorgian borca-tasciuc nikhil goel paul fodor michael kifer,"knowledge representation and reasoning (krr) systems represent knowledge as collections of facts and rules. like databases, krr systems contain information about domains of human activities like industrial enterprises, science, and business. krrs can represent complex concepts and relations, and they can query and manipulate information in sophisticated ways. unfortunately, the krr technology has been hindered by the fact that specifying the requisite knowledge requires skills that most domain experts do not have, and professional knowledge engineers are hard to find. one solution could be to extract knowledge from english text, and a number of works have attempted to do so (opensesame, google's sling, etc.). unfortunately, at present, extraction of logical facts from unrestricted natural language is still too inaccurate to be used for reasoning, while restricting the grammar of the language (so-called controlled natural language, or cnl) is hard for the users to learn and use. nevertheless, some recent cnl-based approaches, such as the knowledge authoring logic machine (kalm), have shown to have very high accuracy compared to others, and a natural question is to what extent the cnl restrictions can be lifted. in this paper, we address this issue by transplanting the kalm framework to a neural natural language parser, mstanza. here we limit our attention to authoring facts and queries and therefore our focus is what we call factual english statements. authoring other types of knowledge, such as rules, will be considered in our followup work. as it turns out, neural network based parsers have problems of their own and the mistakes they make range from part-of-speech tagging to lemmatization to dependency errors. we present a number of techniques for combating these problems and test the new system, kalmfl (i.e., kalm for factual language), on a number of benchmarks, which show kalmfl achieves correctness in excess of 95%.",iclp,year_2022_2023,2022,natural language processing techniques,17,0,"computer science, natural language, parsing, knowledge representation and reasoning, domain knowledge, artificial intelligence, information extraction, natural language processing, grammar, question answering, linguistics",0.0,1.0,0.0,0.0,0.0,3
a model-oriented approach for lifting symmetries in answer set programming.,alice tarzariol,"when solving combinatorial problems, pruning symmetric solution candidates from the search space is essential. most of the existing approaches are instance-specific and focus on the automatic computation of symmetry breaking constraints (sbcs) for each given problem instance. however, the application of such approaches to large-scale instances or advanced problem encodings might be problematic since the computed sbcs are propositional and, therefore, can neither be meaningfully interpreted nor transferred to other instances. as a result, a time-consuming recomputation of sbcs must be done before every invocation of a solver. to overcome these limitations, we introduce a new model-oriented approach for answer set programming that lifts the sbcs of small problem instances into a set of interpretable first-order constraints using a form of machine learning called inductive logic programming. after targeting simple combinatorial problems, we aim to extend our method to be applied also for advanced decision and optimization problems.",iclp,year_2022_2023,2022,"logic, reasoning, and knowledge",34,0,"computer science, answer set programming, pruning, boolean satisfiability problem, set (abstract data type), solver, simple (philosophy), theoretical computer science, focus (optics), inductive logic programming, computation, artificial intelligence, mathematical optimization, algorithm, programming language, mathematics",0.0,1.0,0.0,0.0,0.0,4
tools and methodologies for verifying answer set programs.,zach hansen,"answer set programming (asp) is a powerful declarative programming paradigm commonly used for solving challenging search and optimization problems. the modeling languages of asp are supported by sophisticated solving algorithms (solvers) that make the solution search efficient while enabling the programmer to model the problem at a high level of abstraction. as an approach to knowledge representation and reasoning, asp benefits from its simplicity, conciseness and rigorously defined semantics. these characteristics make asp a straightforward way to develop formally verifiable programs. in the context of artificial intelligence (ai), the clarity of asp programs lends itself to the construction of explainable, trustworthy ai. in support of these goals, my research is concerned with extending the theory and tools supporting the verification of asp progams.",iclp,year_2022_2023,2022,"logic, reasoning, and knowledge",16,0,"answer set programming, computer science, programming language, programmer, stable model semantics, set (abstract data type), abstraction, clarity, semantics (computer science), context (archaeology), knowledge representation and reasoning, verifiable secret sharing, theoretical computer science, artificial intelligence, software engineering, operational semantics",0.0,1.0,0.0,0.0,0.0,5
an asp framework for efficient urban traffic optimization.,matteo cardellini,"avoiding congestion and controlling traffic in urban scenarios is becoming nowadays of paramount importance due to the rapid growth of our cities' population and vehicles. the effective control of urban traffic as a means to mitigate congestion can be beneficial in an economic, environmental and health way. in this paper, a framework which allows to efficiently simulate and optimize traffic flow in a large roads' network with hundreds of vehicles is presented. the framework leverages on an answer set programming (asp) encoding to formally describe the movements of vehicles inside a network. taking advantage of the ability to specify optimization constraints in asp and the off-the-shelf solver clingo, it is then possible to optimize the routes of vehicles inside the network to reduce a range of relevant metrics (e.g., travel times or emissions). finally, an analysis on real-world traffic data is performed, utilizing the state-of-the-art urban mobility simulator (sumo) to keep track of the state of the network, test the correctness of the solution and to prove the efficiency and capabilities of the presented solution.",iclp,year_2022_2023,2022,"logic, reasoning, and knowledge",34,0,"correctness, computer science, traffic congestion, set (abstract data type), solver, range (aeronautics), flow network, population, traffic flow (computer networking), state (computer science), transport engineering, distributed computing, computer network, engineering, mathematical optimization",0.0,1.0,0.0,0.0,0.0,4
planning and scheduling in digital health with answer set programming.,marco mochi,"in the hospital world there are several complex combinatory problems, and solving these problems is important to increase the degree of patients' satisfaction and the quality of care offered. the problems in the healthcare are complex since to solve them several constraints and different type of resources should be taken into account. moreover, the solutions must be evaluated in a small amount of time to ensure the usability in real scenarios. we plan to propose solutions to these kind of problems both expanding already tested solutions and by modelling solutions for new problems, taking into account the literature and by using real data when available. solving these kind of problems is important but, since the european commission established with the general data protection regulation that each person has the right to ask for explanation of the decision taken by an ai, without developing explainability methodologies the usage of ai based solvers e.g. those based on answer set programming will be limited. thus, another part of the research will be devoted to study and propose new methodologies for explaining the solutions obtained.",iclp,year_2022_2023,2022,"logic, reasoning, and knowledge",26,0,"computer science, usability, scheduling (production processes), ask price, set (abstract data type), plan (archaeology), health care, nurse scheduling problem, quality (philosophy), management science, operations research, job shop scheduling, mathematical optimization, human–computer interaction, schedule, mathematics, programming language",0.0,1.0,0.0,0.0,0.0,5
decomposition strategies for solving scheduling problems in industrial applications.,mohammed m. s. el-kholany,"this article presents an overview of a research study of a crucial optimization problem in the computer science/operations research field: the job-shop scheduling problem (jsp). the jsp is a challenging task in which a set of operations must be processed using a set of scarce machines to optimize a particular objective. the main purpose of the jsp is to determine the execution order of the processes assigned to each machine to optimize an objective. our main interest in this study is to investigate developing decomposition strategies using logic programming to solve the jsp. we split our goal into two main phases. the first phase is to apply the decomposition approach and evaluate the proposed model by solving a set of known benchmark instances. the second phase is to apply the successful decomposition methods obtained from the first phase to solve a scheduling problem in the real-life application. in the current state, we finished the first phase and started the second one aiming to have a model that can provide a schedule of a factory for a short-time period.",iclp,year_2022_2023,2022,scheduling and optimization algorithms,21,0,"computer science, decomposition, job shop scheduling, scheduling (production processes), industrial engineering, benchmark (surveying), mathematical optimization, schedule, set (abstract data type), flow shop scheduling, job shop, operations research, engineering, mathematics, programming language",0.0,1.0,0.0,0.0,0.0,3
"proceedings of the international conference on logic programming 2022 workshops co-located with the 38th international conference on logic programming (iclp 2022), haifa, israel, july 31st - august 1st, 2022.",yuliya lierler jose f. morales,noabstract,iclp,year_2022_2023,2022,notopic,0,0,nokeywords,0.0,1.0,0.0,0.0,0.0,1
"proceedings 38th international conference on logic programming, iclp 2022 technical communications / doctoral consortium, haifa, israel, 31st july 2022 - 6th august 2022.",yuliya lierler jose f. morales carmine dodaro veronica dahl martin gebser tuncay tekle,"iclp is the premier international event for presenting research in logic programming. contributions to iclp 2022 were sought in all areas of logic programming, including but not limited to: foundations: semantics, formalisms, nonmonotonic reasoning, knowledge representation. languages issues: concurrency, objects, coordination, mobility, higher order, types, modes, assertions, modules, meta-programming, logic-based domain-specific languages, programming techniques. programming support: program analysis, transformation, validation, verification, debugging, profiling, testing, execution visualization. implementation: compilation, virtual machines, memory management, parallel and distributed execution, constraint handling rules, tabling, foreign interfaces, user interfaces. related paradigms and synergies: inductive and coinductive logic programming, constraint logic programming, answer set programming, interaction with sat, smt and csp solvers, theorem proving, argumentation, probabilistic programming, machine learning. applications: databases, big data, data integration and federation, software engineering, natural language processing, web and semantic web, agents, artificial intelligence, computational life sciences, cyber-security, robotics, education.",iclp,year_2022_2023,2022,study of mite species,0,0,"logic programming, constraint logic programming, computational logic, constraint programming, prolog, probabilistic logic, functional logic programming, description logic, horn clause, set (abstract data type)",0.0,1.0,0.0,0.0,0.0,1
reasoning about actions with el(bot) ontologies and temporal answer sets.,laura giordano alberto martelli daniele theseider dupré,noabstract,iclp,year_2020_2021,2021,notopic,34,0,nokeywords,0.0,1.0,0.0,0.0,0.0,4
natural language question answering with goal-directed answer set programming.,arindam mitra peter clark oyvind tafjord chitta baral,noabstract,iclp,year_2020_2021,2021,notopic,22,0,nokeywords,0.0,1.0,0.0,0.0,0.0,5
graph based answer set programming solver systems.,fang li,"answer set programming (asp) is a popular nonmonotonic-logic based paradigm for knowledge representation and solving combinatorial problems. computing the answer set of an asp program is np-hard in general, and researchers have been investing significant effort to speed it up. the majority of current asp solvers employ sat solver-like technology to find these answer sets. as a result, justification for why a literal is in the answer set is hard to produce. there are dependency graph based approaches to find answer sets, but due to the representational limitations of dependency graphs, such approaches are limited. this paper proposes a novel dependency graph-based approach for finding answer sets in which conjunction of goals is explicitly represented as a node which allows arbitrary answer set programs to be uniformly represented. our representation preserves causal relationships allowing for justification for each literal in the answer set to be elegantly found. in this paper, we explore two different approaches based on the graph representation: bottom-up and top-down. the bottom-up approach finds models by assigning truth values along with the topological order, while the top-down approach generates models starting from the constraints.",iclp,year_2020_2021,2021,"logic, reasoning, and knowledge",18,0,"answer set programming, computer science, dependency graph, solver, theoretical computer science, graph, literal (mathematical logic), dependency (uml), set (abstract data type), knowledge representation and reasoning, representation (politics), logic programming, artificial intelligence, algorithm, programming language",0.0,1.0,0.0,0.0,0.0,5
asynchronous forward-bounding algorithm with directional arc consistency.,rachid adrdor lahcen koutti,noabstract,iclp,year_2020_2021,2021,notopic,18,0,nokeywords,0.0,1.0,0.0,0.0,0.0,1
a speech about generative datalog and non-measurable sets.,noauthor,noabstract,iclp,year_2020_2021,2021,notopic,21,0,nokeywords,0.0,1.0,0.0,0.0,0.0,2
modeling clique coloring via asp(q).,hoifung poon,noabstract,iclp,year_2020_2021,2021,notopic,41,0,nokeywords,0.0,1.0,0.0,0.0,0.0,2
"a short tutorial on s(casp), a goal-directed execution of constraint answer set programs.",kyle marple ajay bansal richard min gopal gupta,noabstract,iclp,year_2020_2021,2021,notopic,22,0,nokeywords,0.0,1.0,0.0,0.0,0.0,5
when is a program an actual cause?,noauthor,noabstract,iclp,year_2020_2021,2021,notopic,18,0,nokeywords,0.0,1.0,0.0,0.0,0.0,4
explainability through argumentation in logic programming.,kewen wang,noabstract,iclp,year_2020_2021,2021,notopic,20,0,nokeywords,0.0,1.0,0.0,0.0,0.0,5
modelling human mental-states in an action language following the theory of planned behavior.,rory c. o’connor christopher j. armitage,noabstract,iclp,year_2020_2021,2021,notopic,22,0,nokeywords,0.0,1.0,0.0,0.0,0.0,1
automata for dynamic answer set solving: preliminary report.,ivor uhliarik,"we explore different ways of implementing temporal constraints expressed in an extension of answer set programming (asp) with language constructs from dynamic logic. foremost, we investigate how automata can be used for enforcing such constraints. the idea is to transform a dynamic constraint into an automaton expressed in terms of a logic program that enforces the satisfaction of the original constraint. what makes this approach attractive is its independence of time stamps and the potential to detect unsatisfiability. on the one hand, we elaborate upon a transformation of dynamic formulas into alternating automata that relies on meta-programming in asp. this is the first application of reification applied to theory expressions in gringo. on the other hand, we propose two transformations of dynamic formulas into monadic second-order formulas. these can then be used by off-the-shelf tools to construct the corresponding automata. we contrast both approaches empirically with the one of the temporal asp solver telingo that directly maps dynamic constraints to logic programs. since this preliminary study is restricted to dynamic formulas in integrity constraints, its implementations and (empirical) results readily apply to conventional linear dynamic logic, too.",iclp,year_2020_2021,2021,notopic,44,0,nokeywords,0.0,1.0,0.0,0.0,0.0,4
top-down splitting property for epistemic logic programs.,pedro cabalar jorge fandinno luis fariñas del cerro,noabstract,iclp,year_2020_2021,2021,notopic,40,0,nokeywords,0.0,1.0,0.0,0.0,0.0,2
solving b constraints with goal-directed answer set programming.,kyle marple gopal gupta,noabstract,iclp,year_2020_2021,2021,notopic,13,0,nokeywords,0.0,1.0,0.0,0.0,0.0,4
aspmc: an algebraic answer set counter.,thomas eiter markus hecher rafael kiesel,noabstract,iclp,year_2020_2021,2021,notopic,34,0,nokeywords,0.0,1.0,0.0,0.0,0.0,3
formalizing informal logic and natural language deductivism.,douglas walton thomas f. gordon,noabstract,iclp,year_2020_2021,2021,notopic,36,0,nokeywords,0.0,1.0,0.0,0.0,0.0,3
fixpoint characterizations of disjunctive hybrid mknf knowledge bases.,spencer killen jia-huai you,noabstract,iclp,year_2020_2021,2021,notopic,13,0,nokeywords,0.0,1.0,0.0,0.0,0.0,1
building health policy enforcement solution based on hl7 fhir.,rinner christoph duftschmid georg,noabstract,iclp,year_2020_2021,2021,notopic,2,0,nokeywords,0.0,1.0,0.0,0.0,0.0,1
auto-discern: autonomous driving using common sense reasoning.,michael cebulla,"driving an automobile involves the tasks of observing surroundings, then making a driving decision based on these observations (steer, brake, coast, etc.). in autonomous driving, all these tasks have to be automated. autonomous driving technology thus far has relied primarily on machine learning techniques. we argue that appropriate technology should be used for the appropriate task. that is, while machine learning technology is good for observing and automatically understanding the surroundings of an automobile, driving decisions are better automated via commonsense reasoning rather than machine learning. in this paper, we discuss (i) how commonsense reasoning can be automated using answer set programming (asp) and the goal-directed s(casp) asp system, and (ii) develop the auto-discern system using this technology for automating decision-making in driving. the goal of our research, described in this paper, is to develop an autonomous driving system that works by simulating the mind of a human driver. since driving decisions are based on human-style reasoning, they are explainable, their ethics can be ensured, and they will always be correct, provided the system modeling and system inputs are correct.",iclp,year_2020_2021,2021,notopic,34,0,nokeywords,0.0,1.0,0.0,0.0,0.0,2
from probabilistic programming to probabilistic argumentation.,rolf haenni jan-willem romeijn gregory wheeler jon williamson,noabstract,iclp,year_2020_2021,2021,multi-agent systems and negotiation,0,0,"argumentation theory, probabilistic argumentation, probabilistic logic, proposition, epistemology, mathematics, computer science, mathematical economics, theoretical computer science, artificial intelligence, philosophy",0.0,1.0,0.0,0.0,0.0,3
reasoning about independence in open universe probabilistic logic programs.,m. ying,noabstract,iclp,year_2020_2021,2021,notopic,16,0,nokeywords,0.0,1.0,0.0,0.0,0.0,4
theory revision with goal-directed asp.,noauthor,noabstract,iclp,year_2020_2021,2021,notopic,3,0,nokeywords,0.0,1.0,0.0,0.0,0.0,5
logic programming for xai: a technical perspective.,luc raedt,noabstract,iclp,year_2020_2021,2021,notopic,33,0,nokeywords,0.0,1.0,0.0,0.0,0.0,5
gradient-based supported model computation in vector spaces.,taisuke sato chiaki sakama katsumi inoue,noabstract,iclp,year_2020_2021,2021,"logic, reasoning, and knowledge",17,0,"thresholding, differentiable function, computation, regularization (linguistics), computer science, gradient method, algorithm, function (biology), matrix (chemical analysis), applied mathematics, mathematical optimization, mathematics, artificial intelligence, image (mathematics), mathematical analysis",0.0,1.0,0.0,0.0,0.0,4
establish coherence in logic programs modelling expert knowledge via argumentation.,kewen wang huowang chen,noabstract,iclp,year_2020_2021,2021,notopic,25,0,nokeywords,0.0,1.0,0.0,0.0,0.0,4
exp(aspc): explaining asp programs with choice atoms and constraint rules.,ly ly trieu tran cao son marcello balduccini,"we present an enhancement of exp(asp), a system that generates explanation graphs for a literal l - an atom a or its default negation ~a - given an answer set a of a normal logic program p, which explain why l is true (or false) given a and p. the new system, exp(aspc), differs from exp(asp) in that it supports choice rules and utilizes constraint rules to provide explanation graphs that include information about choices and constraints.",iclp,year_2020_2021,2021,"logic, reasoning, and knowledge",18,0,"negation, literal (mathematical logic), constraint (computer-aided design), set (abstract data type), computer science, atom (system on chip), programming language, theoretical computer science, discrete mathematics, combinatorics, mathematics",0.0,1.0,0.0,0.0,0.0,5
modelling and verification of timed systems with the event calculus and s(casp).,noauthor,noabstract,iclp,year_2020_2021,2021,notopic,19,0,nokeywords,0.0,1.0,0.0,0.0,0.0,2
modelling infectious disease dynamics with probabilistic logic programming.,fabrizio riguzzi,noabstract,iclp,year_2020_2021,2021,notopic,22,0,nokeywords,0.0,1.0,0.0,0.0,0.0,2
s(casp) for swi-prolog.,matthias gondan,noabstract,iclp,year_2020_2021,2021,notopic,4,0,nokeywords,0.0,1.0,0.0,0.0,0.0,1
answer set programming with epistemic defaults.,noauthor,noabstract,iclp,year_2020_2021,2021,notopic,23,0,nokeywords,0.0,1.0,0.0,0.0,0.0,4
probkanren: a simple probabilistic extension for microkanren.,rohit dhormare,noabstract,iclp,year_2020_2021,2021,notopic,16,0,nokeywords,0.0,1.0,0.0,0.0,0.0,3
a note on occur-check.,włodzimierz drabent,"most known results on avoiding the occur-check are based on the notion of ""not subject to occur-check"" (nsto). it means that unification is performed only on such pairs of atoms for which the occur-check never succeeds in any run of a nondeterministic unification algorithm. here we show that this requirement is too strong. we show how to weaken it, and present some related sufficient conditions under which the occur-check may be safely omitted. we show examples for which the proposed approach provides more general results than the approaches based on well-moded and nicely moded programs (this includes cases to which the latter approaches are inapplicable).",iclp,year_2020_2021,2021,distributed systems and fault tolerance,13,0,"unification, nondeterministic algorithm, subject (documents), calculus (dental), term (time), set (abstract data type)",0.0,1.0,0.0,0.0,0.0,1
automata techniques for temporal answer set programming.,susana hahn,"temporal and dynamic extensions of answer set programming (asp) have played an important role in addressing dynamic problems, as they allow the use of temporal operators to reason with dynamic scenarios in a very effective way. in my ph.d. research, i intend to exploit the relationship between automata theory and dynamic logic to add automata-based techniques to the asp solver clingo helping us to deal with theses type of problems.",iclp,year_2020_2021,2021,"logic, reasoning, and knowledge",47,0,"exploit, computer science, automaton, answer set programming, set (abstract data type), solver, temporal logic, theoretical computer science, programming language, problem solver, dynamic programming, algorithm, software engineering, computer security",0.0,1.0,0.0,0.0,0.0,5
quantitative and stream extensions of answer set programming.,rafael kiesel,"answer set programming has separately been extended with constraints, to the streaming domain, and with capabilities to reason over the quantities associated with answer sets. we propose the introduction and analysis of a general framework that incorporates all three directions of extension by exploiting the strengths of here-and-there logic and weighted logic.",iclp,year_2020_2021,2021,"logic, reasoning, and knowledge",34,0,"answer set programming, extension (predicate logic), computer science, set (abstract data type), logic programming, domain (mathematical analysis), theoretical computer science, programming language, mathematics",0.0,1.0,0.0,0.0,0.0,4
syntactic requirements for well-defined hybrid probabilistic logic programs.,damiano azzolini fabrizio riguzzi,"hybrid probabilistic logic programs can represent several scenarios thanks to the expressivity of logic programming extended with facts representing discrete and continuous distributions. the semantics for this type of programs is crucial since it ensures that a probability can be assigned to every query. here, following one recent semantics proposal, we illustrate a concrete syntax, and we analyse the syntactic requirements needed to preserve the well-definedness.",iclp,year_2020_2021,2021,"logic, reasoning, and knowledge",25,0,"probabilistic logic, computer science, programming language, semantics (computer science), syntax, logic programming, theoretical computer science, artificial intelligence",0.0,1.0,0.0,0.0,0.0,2
how to split a logic program.,rachel ben-eliyahu-zohary,"answer set programming (asp) is a successful method for solving a range of real-world applications. despite the availability of fast asp solvers, computing answer sets demands a very large computational power, since the problem tackled is in the second level of the polynomial hierarchy. a speed-up in answer set computation may be attained, if the program can be split into two disjoint parts, bottom and top. thus, the bottom part is evaluated independently of the top part, and the results of the bottom part evaluation are used to simplify the top part. lifschitz and turner have introduced the concept of a splitting set, i.e., a set of atoms that defines the splitting. in this paper, we show that the problem of computing a splitting set with some desirable properties can be reduced to a classic search problem and solved in polynomial time. this allows us to conduct experiments on the size of the splitting set in various programs and lead to an interesting discovery of a source of complication in stable model computation. we also show that for head-cycle-free programs, the definition of splitting sets can be adjusted to allow splitting of a broader class of programs.",iclp,year_2020_2021,2021,"logic, reasoning, and knowledge",23,0,"disjoint sets, set (abstract data type), computation, computer science, hierarchy, logic program, class (philosophy), answer set programming, range (aeronautics), polynomial, theoretical computer science, polynomial hierarchy, time complexity, algorithm, logic programming, mathematics, discrete mathematics, programming language",0.0,1.0,0.0,0.0,0.0,4
fixpoint semantics for recursive shacl.,bart bogaerts maxime jakubowski,"shacl is a w3c-proposed language for expressing structural constraints on rdf graphs. the recommendation only specifies semantics for non-recursive shacl; recently, some efforts have been made to allow recursive shacl schemas. in this paper, we argue that for defining and studying semantics of recursive shacl, lessons can be learned from years of research in non-monotonic reasoning. we show that from a shacl schema, a three-valued semantic operator can directly be obtained. building on approximation fixpoint theory (aft), this operator immediately induces a wide variety of semantics, including a supported, stable, and well-founded semantics, related in the expected ways. by building on aft, a rich body of theoretical results becomes directly available for shacl. as such, the main contribution of this short paper is providing theoretical foundations for the study of recursive shacl, which can later enable an informed decision for an extension of the w3c recommendation.",iclp,year_2020_2021,2021,semantic web and ontologies,32,0,"semantics (computer science), fixed point, extension (predicate logic), operator (biology), variety (cybernetics), denotational semantics, rdf, operational semantics",0.0,1.0,0.0,0.0,0.0,1
weighted conditional el⊥ knowledge bases with integer weights: an asp approach.,laura giordano daniele theseider dupré,"weighted knowledge bases for description logics with typicality have been recently considered under a ""concept-wise"" multipreference semantics (in both the two-valued and fuzzy case), as the basis of a logical semantics of multilayer perceptrons. in this paper we consider weighted conditional el^bot knowledge bases in the two-valued case, and exploit asp and asprin for encoding concept-wise multipreference entailment for weighted kbs with integer weights.",iclp,year_2020_2021,2021,"logic, reasoning, and knowledge",31,0,"semantics (computer science), integer (computer science), knowledge base, logical consequence, basis (linear algebra), fuzzy logic, description logic, knowledge representation and reasoning, encoding (memory)",0.0,1.0,0.0,0.0,0.0,4
apia: an architecture for policy-aware intentional agents.,john meyer daniela inclezan,"this paper introduces the apia architecture for policy-aware intentional agents. these agents, acting in changing environments, are driven by intentions and yet abide by domain-relevant policies. this work leverages the aia architecture for intention-driven intelligent agents by blount, gelfond, and balduccini. it expands aia with notions of policy compliance for authorization and obligation policies specified in the language aopl by gelfond and lobo. apia introduces various agent behavior modes, corresponding to different levels of adherence to policies. apia reasoning tasks are reduced to computing answer sets using the clingo solver and its python api.",iclp,year_2020_2021,2021,"logic, reasoning, and knowledge",20,0,"architecture, authorization, python (programming language), solver, computer science, domain (mathematical analysis), problem solver, obligation, software engineering, programming language, political science, computer security, geography, mathematics, law",0.0,1.0,0.0,0.0,0.0,1
dmapf: a decentralized and distributed solver for multi-agent path finding problem with obstacles.,poom pianpak tran cao son,"multi-agent path finding (mapf) is a problem of finding a sequence of movements for agents to reach their assigned location without collision. centralized algorithms usually give optimal solutions, but have difficulties to scale without employing various techniques - usually with a sacrifice of optimality; but solving mapf problems with the number of agents greater than a thousand remains a challenge nevertheless. to tackle the scalability issue, we present dmapf - a decentralized and distributed mapf solver, which is a continuation of our recently published work, ros-dmapf. we address the issues of ros-dmapf where it (i) only works in maps without obstacles; and (ii) has a low success rate with dense maps. given a mapf problem, both ros-dmapf and dmapf divide the map spatially into subproblems, but the latter further divides each subproblem into disconnected regions called areas. each subproblem is assigned to a distributed solver, which then individually creates an abstract plan - a sequence of areas that an agent needs to visit - for each agent in it, and interleaves agent migration with movement planning. answer set programming, which is known for its performance in small but complex problems, is used in many parts including problem division, abstract planning, border assignment for the migration, and movement planning. robot operating system is used to facilitate communication between the solvers and to enable the opportunity to integrate with robotic systems. dmapf introduces a new interaction protocol between the solvers, and mechanisms that together result in a higher success rate and better solution quality without sacrificing much of the performance. we implement and experimentally validate dmapf by comparing it with other state-of-the-art mapf solvers and the results show that our system achieves better scalability.",iclp,year_2020_2021,2021,"logic, reasoning, and knowledge",14,0,"solver, scalability, computer science, sequence (biology), distributed computing, path (computing), problem solver, mathematical optimization, benchmark (surveying), motion planning, scale (ratio), set (abstract data type), plan (archaeology), robot, artificial intelligence, mathematics, computer network",0.0,1.0,0.0,0.0,0.0,1
refining the semantics of epistemic specifications.,ezgi iraz su,"answer set programming (asp) is an efficient problem-solving approach, which has been strongly supported both scientifically and technologically by several solvers, ongoing active research, and implementations in many different fields. however, although researchers acknowledged long ago the necessity of epistemic operators in the language of asp for better introspective reasoning, this research venue did not attract much attention until recently. moreover, the existing epistemic extensions of asp in the literature are not widely approved either, due to the fact that some propose unintended results even for some simple acyclic epistemic programs, new unexpected results may possibly be found, and more importantly, researchers have different reasonings for some critical programs. to that end, cabalar et al. have recently identified some structural properties of epistemic programs to formally support a possible semantics proposal of such programs and standardise their results. nonetheless, the soundness of these properties is still under debate, and they are not widely accepted either by the asp community. thus, it seems that there is still time to really understand the paradigm, have a mature formalism, and determine the principles providing formal justification of their understandable models. in this paper, we mainly focus on the existing semantics approaches, the criteria that a satisfactory semantics is supposed to satisfy, and the ways to improve them. we also extend some well-known propositions of here-and-there logic (ht) into epistemic ht so as to reveal the real behaviour of programs. finally, we propose a slightly novel semantics for epistemic asp, which can be considered as a reflexive extension of cabalar et al.'s recent formalism called autoepistemic asp.",iclp,year_2020_2021,2021,"logic, reasoning, and knowledge",29,0,"soundness, computer science, semantics (computer science), epistemology, implementation, introspection, answer set programming, formal semantics (linguistics), formalism (music), well-founded semantics, epistemic modal logic, focus (optics), set (abstract data type), programming language, operational semantics, denotational semantics, description logic, philosophy",0.0,1.0,0.0,0.0,0.0,1
generating explainable rule sets from tree-ensemble learning methods by answer set programming.,akihiro takemura katsumi inoue,"we propose a method for generating explainable rule sets from tree-ensemble learners using answer set programming (asp). to this end, we adopt a decompositional approach where the split structures of the base decision trees are exploited in the construction of rules, which in turn are assessed using pattern mining methods encoded in asp to extract interesting rules. we show how user-defined constraints and preferences can be represented declaratively in asp to allow for transparent and flexible rule set generation, and how rules can be used as explanations to help the user better understand the models. experimental evaluation with real-world datasets and popular tree-ensemble algorithms demonstrates that our approach is applicable to a wide range of classification tasks.",iclp,year_2020_2021,2021,"logic, reasoning, and knowledge",33,0,"set (abstract data type), answer set programming, base (topology), range (aeronautics), decision tree, knowledge base",0.0,1.0,0.0,0.0,0.0,5
natlog: a lightweight logic programming language with a neuro-symbolic touch.,paul tarau,"we introduce natlog, a lightweight logic programming language, sharing prolog's unification-driven execution model, but with a simplified syntax and semantics. our proof-of-concept natlog implementation is tightly embedded in the python-based deep-learning ecosystem with focus on content-driven indexing of ground term datasets. as an overriding of our symbolic indexing algorithm, the same function can be delegated to a neural network, serving ground facts to natlog's resolution engine. our open-source implementation is available as a python package at https://pypi.org/project/natlog/ .",iclp,year_2020_2021,2021,natural language processing techniques,22,0,"computer science, python (programming language), programming language, unification, prolog, logic programming, programming paradigm, artificial intelligence, theoretical computer science",0.0,1.0,0.0,0.0,0.0,4
exp(aspc) : explaining asp programs with choice atoms and constraint rules.,ly ly trieu tran cao son marcello balduccini,"we present an enhancement of exp(asp), a system that generates explanation graphs for a literal l - an atom a or its default negation ~a - given an answer set a of a normal logic program p, which explain why l is true (or false) given a and p. the new system, exp(aspc), differs from exp(asp) in that it supports choice rules and utilizes constraint rules to provide explanation graphs that include information about choices and constraints.",iclp,year_2020_2021,2021,"logic, reasoning, and knowledge",18,0,"negation, literal (mathematical logic), constraint (computer-aided design), set (abstract data type), computer science, atom (system on chip), programming language, theoretical computer science, discrete mathematics, combinatorics, mathematics",0.0,1.0,0.0,0.0,0.0,5
modeling and solving graph synthesis problems using sat-encoded reachability constraints in picat.,neng-fa zhou,many constraint satisfaction problems involve synthesizing subgraphs that satisfy certain reachability constraints. this paper presents programs in picat for four problems selected from the recent lp/cp programming competitions. the programs demonstrate the modeling capabilities of the picat language and the solving efficiency of the cutting-edge sat solvers empowered with effective encodings.,iclp,year_2020_2021,2021,constraint satisfaction and optimization,29,0,"reachability, constraint programming, computer science, constraint satisfaction problem, constraint satisfaction, graph, enhanced data rates for gsm evolution, mathematical optimization, theoretical computer science, constraint (computer-aided design), backtracking, programming language, mathematics, artificial intelligence",0.0,1.0,0.0,0.0,0.0,1
